UBIGEO,PET,PEA,PEA_ASALARIADA,INT_MERCADO,PROVINCIA,IDH_2017,ING_2017
0101,41092,24177,11906,49.2451503495057,Chachapoyas,0.517913447351357,838.090032688896
0102,49607,26077,12446,47.7278828086053,Bagua,0.445895729105344,657.149215798049
0103,18367,10876,3897,35.8311879367415,Bongará,0.3968418624681,595.906249262608
0104,22579,8534,2599,30.454651980314,Condorcanqui,0.246730086355404,237.83964349099
0105,30520,15068,5148,34.1651181311388,Luya,0.337652653768855,452.954369576965
0106,20762,11758,3809,32.3949651301242,Rodríguez de Mendoza,0.347851022645374,497.231005202302
0107,74150,39922,21409,53.6270727919443,Utcubamba,0.454328672231303,776.475426971533
0201,121924,68180,34317,50.3329422117923,Huaraz,0.533717663991131,806.262671058574
0202,4594,2551,1265,49.5883967071737,Aija,0.364344755010261,580.289901075584
0203,8978,3180,1378,43.3333333333333,Antonio Raymondi,0.332778084251786,376.813264349784
0204,5307,2044,1092,53.4246575342466,Asunción,0.386803886084025,567.87755382289
0205,17612,9534,4372,45.8569330816027,Bolognesi,0.44311480906994,705.553912727683
0206,33146,15539,5952,38.3036231417723,Carhuaz,0.409353137850291,505.817561270073
0207,12247,4033,1719,42.6233573022564,Carlos Fermín Fitzcarrald,0.310889007824351,372.365514892369
0208,36654,21665,11289,52.1070851603969,Casma,0.53026693326285,851.064237774613
0209,5461,2322,997,42.9371231696813,Corongo,0.3747201499443,509.142794127823
0210,42046,19098,10998,57.5871819038643,Huari,0.430960042693946,614.821727212222
0211,22430,13700,6651,48.5474452554745,Huarmey,0.54638996367701,838.132819987218
0212,36159,18069,7326,40.5445791133986,Huaylas,0.39944213095864,546.828463879425
0213,13654,3898,1380,35.4027706516162,Mariscal Luzuriaga,0.272643973161045,261.905046649228
0214,5310,3257,1327,40.7430150445195,Ocros,0.473567121648283,658.010487328556
0215,15760,6293,2590,41.1568409343715,Pallasca,0.320571632894292,424.051165899116
0216,16717,5073,2527,49.812734082397,Pomabamba,0.331994106520357,392.118626250296
0217,12833,6036,2542,42.1139827700464,Recuay,0.411988267139822,569.328915028739
0218,325973,187628,97552,51.9922399641844,Santa,0.56581469348458,862.364169252731
0219,18178,6513,2170,33.3179794257639,Sihuas,0.306837435565325,308.400615427367
0220,36347,17523,5297,30.2288420932489,Yungay,0.326826100630472,397.32791863079
0301,80841,48966,23070,47.1143242249724,Abancay,0.498900581206978,680.785472244115
0302,100118,52169,20952,40.161781901129,Andahuaylas,0.420118137197915,477.937581202464
0303,8163,4818,1826,37.8995433789954,Antabamba,0.303889996574536,497.632657423918
0304,18064,10857,3258,30.0082895827577,Aymaraes,0.352170921637334,434.667599561077
0305,35266,17378,8617,49.5856830475314,Cotabambas,0.402846047829389,491.460253028963
0306,30972,13982,5056,36.1607781433271,Chincheros,0.34181252305521,363.304693665287
0307,15033,6257,2114,33.7861595013585,Grau,0.309970236433307,322.204614000239
0401,830700,533659,291596,54.640884909652,Arequipa,0.64583257029584,1101.56156781162
0402,44287,29339,15558,53.0283922424077,Camaná,0.617329865010342,1019.88688678719
0403,30582,21146,11211,53.017119076894,Caravelí,0.606242003487963,1086.9704005929
0404,24666,16760,9021,53.8245823389021,Castilla,0.556495634944565,1037.35671554886
0405,63019,44728,22598,50.5231622250045,Caylloma,0.586179769831484,1044.86607263556
0406,12336,8507,5127,60.2680145762313,Condesuyos,0.603604897599348,1223.76817632642
0407,40194,26172,14095,53.8552651688828,Islay,0.615300027703548,1102.47977026868
0408,9001,5918,1505,25.4308888137884,La Unión,0.389511221042549,466.138873966992
0501,203033,120398,54912,45.6087310420439,Huamanga,0.444056640312138,581.140032579641
0502,21646,10569,3260,30.8449238338537,Cangallo,0.331032851229047,319.673791536317
0503,6051,3045,1435,47.1264367816092,Huanca Sancos,0.379317222229765,509.045546517768
0504,61614,35334,13546,38.3370125091979,Huanta,0.384674507857007,450.843451392511
0505,48554,27575,8458,30.6727107887579,La Mar,0.334978693238998,355.52695530358
0506,37899,22775,10071,44.2195389681669,Lucanas,0.405426354238107,582.159803204021
0507,19782,11539,5962,51.6682554814109,Parinacochas,0.374001043275683,615.575344932563
0508,7127,4311,1987,46.0913941080956,Páucar del Sara Sara,0.421205014103444,569.807432549448
0509,6917,3627,1617,44.5822994210091,Sucre,0.378855393132673,505.522494181815
0510,15131,7973,3217,40.3486767841465,Víctor Fajardo,0.37278071366083,440.365219998774
0511,12395,5001,2124,42.4715056988602,Vilcas Huamán,0.30468358147694,373.33316431117
0601,249540,133437,66704,49.9891334487436,Cajamarca,0.486828419023565,721.825858431657
0602,49841,23742,9379,39.5038328700194,Cajabamba,0.344885816777599,461.630517611078
0603,54529,26934,8157,30.2851414568946,Celendín,0.318889799908426,386.265646603202
0604,102550,48469,16387,33.8092388949638,Chota,0.335744717792426,429.954492843279
0605,20164,9400,4111,43.7340425531915,Contumazá,0.385567053409042,557.815397816048
0606,84632,41305,14244,34.4849291853287,Cutervo,0.350376879764367,443.175476888226
0607,57411,28053,10932,38.9690942145225,Hualgayoc,0.367013699743788,527.451224905808
0608,131040,74803,33733,45.095784928412,Jaén,0.454849144659918,666.483982973908
0609,85732,49832,14677,29.4529619521593,San Ignacio,0.349343744064424,415.441509125048
0610,33509,15038,6564,43.6494214656204,San Marcos,0.325566677498579,474.796545077307
0611,34114,16216,6442,39.7261963492847,San Miguel,0.371518809534588,507.269279246696
0612,14718,7047,2123,30.1262948772527,San Pablo,0.289133225663714,377.75378736949
0613,27204,13568,5186,38.2222877358491,Santa Cruz,0.377784266551957,520.61723869914
0701,751269,475021,280017,58.9483412312298,Callao,,
0801,339210,228732,117134,51.2101498697165,Cusco,0.613934374436539,968.174494866475
0802,16041,8568,2226,25.9803921568627,Acomayo,0.276805726832698,352.330146211562
0803,40890,21045,6741,32.0313613684961,Anta,0.38989262108699,439.709238450101
0804,44710,26100,7716,29.5632183908046,Calca,0.375874343406548,449.126075758819
0805,23144,9936,1893,19.0519323671498,Canas,0.24066789386207,212.991547116993
0806,69910,43482,14770,33.9680787452279,Canchis,0.46001931553108,563.650694117333
0807,46311,24058,9304,38.6732064178236,Chumbivilcas,0.348874614011411,484.265718981849
0808,41157,24447,10807,44.2058330265472,Espinar,0.445858892568378,693.00417931176
0809,107778,69144,22541,32.6000809903969,La Convención,0.432169737112357,546.024962651007
0810,18377,9068,1860,20.5116894574327,Paruro,0.245009257545371,266.991482272204
0811,27622,15242,3284,21.5457289069676,Paucartambo,0.23019465160026,273.073465906125
0812,58553,29416,10113,34.3792493880881,Quispicanchi,0.330939875076055,425.348054249127
0813,44488,27449,11832,43.1053954606725,Urubamba,0.499611945301612,689.064708118039
0901,80451,40625,17749,43.6898461538462,Huancavelica,0.375708497989378,495.564419365181
0902,26641,12746,3286,25.7806370626079,Acobamba,0.297002612000439,275.665927965101
0903,33163,14183,5174,36.4802933088909,Angaraes,0.313289294960766,329.257800167488
0904,9871,5865,1860,31.7135549872123,Castrovirreyna,0.322025702407898,426.969923905098
0905,22361,10631,3251,30.5803781394036,Churcampa,0.276156147331329,320.140251829243
0906,12731,6566,2040,31.0691440755407,Huaytará,0.314826937270951,380.120299120534
0907,56992,29770,10056,33.7789721195835,Tayacaja,0.326936157465462,389.677722009428
1001,212643,121111,51938,42.8846264996573,Huánuco,0.50046739575495,729.044228083231
1002,36055,16687,5148,30.8503625576796,Ambo,0.349362260210696,415.821075861656
1003,22376,9633,4384,45.5102252673103,Dos de Mayo,0.365652046695193,540.843131700736
1004,10966,3287,1193,36.2944934590812,Huacaybamba,0.298867861118031,296.759265792667
1005,35351,16377,5439,33.211210844477,Huamalíes,0.353666413661747,429.062744343682
1006,89933,54873,22494,40.9928380077634,Leoncio Prado,0.467015788546031,723.650451888158
1007,17184,7494,2595,34.6277021617294,Marañón,0.301367490643781,398.680044440849
1008,32243,15544,4189,26.9493051981472,Pachitea,0.252728630383195,346.289286213059
1009,20618,12876,4803,37.3019571295433,Puerto Inca,0.362791527948983,597.4477986549
1010,13383,6664,2983,44.7629051620648,Lauricocha,0.408664551139154,555.49491270311
1011,13482,5395,1398,25.9128822984245,Yarowilca,0.293482210804843,283.040337166523
1101,291310,186956,110120,58.901559725283,Ica,0.63542548016471,998.541644432925
1102,160388,99084,58669,59.2113762060474,Chincha,0.597076473080515,913.985454040293
1103,51225,33047,19016,57.5422882561201,Nasca,0.622573637305133,1011.95066059086
1104,9748,5759,3596,62.4413960757076,Palpa,0.607706652090509,914.791465520829
1105,106845,65269,36833,56.4326096615545,Pisco,0.567933263970658,903.395235953663
1201,405044,243564,118774,48.7650063227735,Huancayo,0.538407614418852,800.966976520978
1202,40021,22165,9697,43.7491540717347,Concepción,0.449625320150475,615.974820895398
1203,107295,67786,27838,41.0674770601599,Chanchamayo,0.468219433153336,673.206655100994
1204,61433,34110,17304,50.7299912049252,Jauja,0.49114780576158,747.783798765229
1205,17078,8819,3490,39.5736478058737,Junín,0.42263020576884,555.293457937644
1206,129507,78565,26541,33.7822185451537,Satipo,0.391307276565835,473.410857858308
1207,66517,40643,16078,39.5590876657727,Tarma,0.468287956166921,658.693727299284
1208,31190,19753,12741,64.5015946944768,Yauli,0.594257476519058,975.618348398367
1209,39088,25001,11387,45.5461781528739,Chupaca,0.511049308705264,787.86310269623
1301,725802,438982,244968,55.8036548195598,Trujillo,0.611906322185901,1047.2999766059
1302,86267,45842,27684,60.3900353387723,Ascope,0.576263578653507,988.875938883463
1303,9113,4309,1445,33.5344627523787,Bolívar,0.333118682473369,406.619939300221
1304,57857,32038,19113,59.6572819776515,Chepén,0.559977715430805,962.087259997466
1305,18544,8419,1857,22.0572514550422,Julcán,0.25010421867305,269.763644533138
1306,53384,26277,6795,25.8591163374814,Otuzco,0.296393200395339,357.92719010648
1307,75292,40569,23648,58.2908131824792,Pacasmayo,0.577447999914929,934.599816145319
1308,50151,25772,14137,54.8541052304827,Pataz,0.410793345112844,668.488397533887
1309,90854,41491,15076,36.3355908510279,Sánchez Carrión,0.317175320611016,429.307457906682
1310,33932,14275,5485,38.4238178633975,Santiago de Chuco,0.354039184882485,443.893192253646
1311,18942,9808,4356,44.4127243066884,Gran Chimú,0.386052244987686,669.684186583271
1312,62441,38501,26853,69.7462403573933,Virú,0.496514292006731,969.702352072034
1401,600578,347171,177425,51.1059391481431,Chiclayo,0.574693768456612,859.664464397642
1402,66206,34140,17221,50.4422964264792,Ferreñafe,0.433391305539905,652.167869561623
1403,204855,105532,62922,59.6236212712732,Lambayeque,0.489487520268696,799.249782927909
1501,6677520,4359315,2422992,55.5819434934158,Lima,0.723833895696672,1483.89194393041
1502,106996,62569,34311,54.837059885886,Barranca,0.650273854642255,1246.9500008501
1503,4735,2520,875,34.7222222222222,Cajatambo,0.425705957069825,693.747266683126
1504,8775,5682,2512,44.2097852868708,Canta,0.572661843018658,1137.50747011935
1505,173721,112293,63869,56.8770983053262,Cañete,0.686569929166116,1396.40574568103
1506,137918,82657,45697,55.2850938214549,Huaral,0.647572567276042,1294.10594238742
1507,43782,28819,12754,44.2555258683507,Huarochirí,0.567923619343973,1071.65925301163
1508,170296,104783,56680,54.0927440519932,Huaura,0.654510204057919,1306.11078426196
1509,12960,7794,4387,56.286887349243,Oyón,0.600776913160037,1081.91714981258
1510,15826,10787,4114,38.1385000463521,Yauyos,0.497855864013159,734.259229759161
1601,324501,189715,79104,41.6962285533563,Maynas,0.519674377452691,884.006689750281
1602,75278,44350,16615,37.4633596392334,Alto Amazonas,0.418550282765882,716.09690157446
1603,35585,17452,5586,32.0077928031171,Loreto,0.344693830061277,473.669532396633
1604,28183,16460,4664,28.3353584447145,Mariscal Ramón Castilla,0.33074358893115,501.662510377788
1605,33519,17452,5192,29.7501719000688,Requena,0.367735899030426,468.710313010592
1606,31647,18067,5851,32.3850113466541,Ucayali,0.388049132554336,567.522037704103
1607,26306,18810,5018,26.6772993088783,Datem del Marañón,0.323461160025014,427.418189486518
1608,4779,2822,1028,36.4280652019844,Putumayo,0.407100381911616,703.620296628698
1701,77121,53317,24889,46.681171108652,Tambopata,0.555044550160292,982.797399490697
1702,12677,9072,4297,47.3655202821869,Manu,0.550803760456368,1019.6186057192
1703,7782,5191,2886,55.5962242342516,Tahuamanu,0.601311238775703,1149.47832684789
1801,65696,45589,24676,54.1270920616815,Mariscal Nieto,0.654127317570813,1203.22162337619
1802,11854,7395,2707,36.605814739689,General Sánchez Cerro,0.535832852796309,767.144623632019
1803,56477,36363,19225,52.8696752193163,Ilo,0.637822597167692,1077.40694396811
1901,89011,49517,28069,56.6855827291637,Pasco,0.523204073390614,695.242862283509
1902,34320,15361,4260,27.7325694941736,Daniel Alcides Carrión,0.373173388565354,321.760607285373
1903,59007,39219,15526,39.5879548178179,Oxapampa,0.397843291256807,580.694860868842
2001,570040,329480,175373,53.2272065072235,Piura,0.54082349119218,813.278275526215
2002,76359,32972,9518,28.8669173844474,Ayabaca,0.252419595169238,292.907053064748
2003,73927,35752,9375,26.222309241441,Huancabamba,0.263706435671114,307.834281284626
2004,114949,55756,26161,46.9205107970443,Morropón,0.416316331155048,598.362050337449
2005,88591,47230,23839,50.4742748253229,Paita,0.490723894601465,680.297558898122
2006,223450,122225,62214,50.9012067907548,Sullana,0.516984632487486,740.401646812715
2007,103540,60917,33277,54.6267872679219,Talara,0.54439693249597,856.038927258843
2008,50483,28082,12615,44.9220141015597,Sechura,0.419364285317978,589.199021358082
2101,168832,100312,41272,41.1436318685701,Puno,0.491936640316058,714.945405866898
2102,80245,39383,8377,21.2705989894117,Azángaro,0.305011921203303,286.690286712934
2103,51929,30934,8321,26.8992047585181,Carabaya,0.340276288720328,428.930735964228
2104,68745,35854,6645,18.5334969598929,Chucuito,0.334057910957443,281.739826383131
2105,50403,29625,5373,18.1367088607595,El Collao,0.368311623892679,317.109076306678
2106,44976,24489,4484,18.3102617501735,Huancané,0.316853537500038,290.981915437523
2107,30663,19702,5642,28.6366866307989,Lampa,0.424232620132483,493.837604631647
2108,49189,27545,9562,34.7141041931385,Melgar,0.420318182944911,518.502774116329
2109,15744,9193,1066,11.5957793973676,Moho,0.271800138235944,196.87350569334
2110,27849,16327,7482,45.8259325044405,San Antonio de Putina,0.422530356124898,789.059389926855
2111,224737,140081,57347,40.9384570355723,San Román,0.506874007686336,709.358108100433
2112,37774,24531,6020,24.5403774815539,Sandia,0.387580729066137,449.543361373645
2113,29333,16213,3679,22.6916671806575,Yunguyo,0.360852010571512,376.31514481809
2201,83931,50832,22506,44.2752596789424,Moyobamba,0.479055263332737,816.631542459573
2202,36191,21980,8683,39.5040946314832,Bellavista,0.411804255085276,700.202636399292
2203,23784,14597,4113,28.1770226758923,El Dorado,0.344978238963596,490.938153226053
2204,18777,10540,3820,36.2428842504744,Huallaga,0.410900288801551,606.386721287075
2205,54764,32588,8906,27.3290781882902,Lamas,0.350195564289269,484.450415686093
2206,43360,25745,8768,34.0570984657215,Mariscal Cáceres,0.408737749995518,602.53314289017
2207,27220,15340,6308,41.1212516297262,Picota,0.434467396619951,689.883144788614
2208,81734,46190,22668,49.075557479974,Rioja,0.464197562532084,820.213135130189
2209,140801,88695,42316,47.7095664919105,San Martín,0.567120728106144,983.214865605494
2210,48070,29783,12717,42.6988550515395,Tocache,0.467272105975407,817.249749221529
2301,235029,159960,73742,46.1002750687672,Tacna,0.611245356414445,1005.76159737815
2302,4918,3356,807,24.046483909416,Candarave,0.399377220848459,496.845548049265
2303,8482,6657,4394,66.0057082770016,Jorge Basadre,0.660107855634315,1406.55770702134
2304,5029,3238,994,30.697961704756,Tarata,0.506913802508766,684.579132080748
2401,110992,67218,34238,50.9357612544259,Tumbes,0.583096681169457,915.268826586875
2402,14960,8953,4203,46.9451580475818,Contralmirante Villar,0.517221910973342,826.16845099004
2403,32995,20182,9321,46.1847190565851,Zarumilla,0.500244443112056,788.934901110624
2501,256883,158538,70149,44.2474359459562,Coronel Portillo,0.502881818786057,754.949200429895
2502,27697,18381,6586,35.8304771231163,Atalaya,0.311407911116223,519.308654141175
2503,38884,25832,8689,33.6365747909569,Padre Abad,0.425684463146204,589.186460188273
2504,1709,815,358,43.9263803680982,Purús,0.335458695295488,517.759563444783
